Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,
Data,5,monitoring,cycles,"0.0",cycles,active_calories,"35",kcal,timestamp_16,"60284",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,,,,,,,
Data,2,monitoring,timestamp_16,"60288",s,heart_rate,"111",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60310",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966454166",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60340",s,current_activity_type_intensity,"40",,activity_type,"8",,intensity,"1.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966454196",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454196",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60344",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60370",s,current_activity_type_intensity,"40",,activity_type,"8",,intensity,"1.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966454226",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454226",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60400",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966454256",s,data16,"2",,event,"47",,event_type,"254",,comm_timeout,"2",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454256",s,data16,"3",,event,"47",,event_type,"2",,comm_timeout,"3",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60404",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60430",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966454286",s,data16,"3",,event,"47",,event_type,"254",,comm_timeout,"3",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454286",s,data16,"4",,event,"47",,event_type,"2",,comm_timeout,"4",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60460",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966454316",s,data16,"4",,event,"47",,event_type,"254",,comm_timeout,"4",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454316",s,data16,"5",,event,"47",,event_type,"2",,comm_timeout,"5",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60490",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966454346",s,data16,"5",,event,"47",,event_type,"254",,comm_timeout,"5",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454346",s,data16,"6",,event,"47",,event_type,"2",,comm_timeout,"6",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60520",s,current_activity_type_intensity,"72",,activity_type,"8",,intensity,"2.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966454376",s,data16,"6",,event,"47",,event_type,"254",,comm_timeout,"6",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454376",s,data16,"7",,event,"47",,event_type,"5",,comm_timeout,"7",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454376",s,data16,"1037",,event,"47",,event_type,"250",,comm_timeout,"1037",,,,,,,,,,,,,,
Data,6,event,timestamp,"966454376",s,data16,"90",,event,"47",,event_type,"251",,comm_timeout,"90",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60524",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60644",s,current_activity_type_intensity,"40",,activity_type,"8",,intensity,"1.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60704",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"60944",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"61064",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"61304",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"61364",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"61784",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"5024",steps,timestamp_16,"61844",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"61910",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455766",s,data16,"0",,event,"47",,event_type,"0",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966455766",s,data16,"0",,event,"47",,event_type,"1",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61911",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"61912",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455768",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61927",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61942",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61957",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"61964",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61976",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"61991",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62006",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62021",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62039",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62054",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62069",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"5081",steps,timestamp_16,"62084",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62090",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62093",s,current_activity_type_intensity,"232",,activity_type,"8",,intensity,"7.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455949",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62098",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455954",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62102",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455958",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62104",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455960",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62114",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455970",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62116",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455972",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62125",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62136",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966455992",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62144",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456000",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62160",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456016",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62161",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456017",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62169",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456025",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62174",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456030",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62180",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456036",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62186",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456042",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62189",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456045",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62219",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456075",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456075",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62220",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62240",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456096",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62250",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456106",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62255",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456111",s,data16,"0",,event,"47",,event_type,"4",,comm_timeout,"0",,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62266",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62281",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62296",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62311",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62330",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62335",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62340",s,heart_rate,"82",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62344",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62359",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62374",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62384",s,current_activity_type_intensity,"168",,activity_type,"8",,intensity,"5.0",,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62390",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62405",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62420",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62435",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62451",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62466",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62481",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62496",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62512",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62527",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp_16,"62542",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,,,,
Data,5,monitoring,cycles,"0.0",cycles,active_calories,"42",kcal,timestamp_16,"62545",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,,,,,,,
Data,6,event,timestamp,"966456401",s,data16,"0",,event,"47",,event_type,"3",,comm_timeout,"0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62575",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456431",s,data16,"0",,event,"47",,event_type,"254",,comm_timeout,"0",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456431",s,data16,"1",,event,"47",,event_type,"2",,comm_timeout,"1",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62605",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456461",s,data16,"1",,event,"47",,event_type,"254",,comm_timeout,"1",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456461",s,data16,"2",,event,"47",,event_type,"2",,comm_timeout,"2",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62635",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456491",s,data16,"2",,event,"47",,event_type,"254",,comm_timeout,"2",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456491",s,data16,"3",,event,"47",,event_type,"2",,comm_timeout,"3",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62665",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456521",s,data16,"3",,event,"47",,event_type,"254",,comm_timeout,"3",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456521",s,data16,"4",,event,"47",,event_type,"2",,comm_timeout,"4",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62695",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456551",s,data16,"4",,event,"47",,event_type,"254",,comm_timeout,"4",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456551",s,data16,"5",,event,"47",,event_type,"2",,comm_timeout,"5",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62725",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456581",s,data16,"5",,event,"47",,event_type,"254",,comm_timeout,"5",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456581",s,data16,"6",,event,"47",,event_type,"2",,comm_timeout,"6",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62755",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456611",s,data16,"6",,event,"47",,event_type,"254",,comm_timeout,"6",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456611",s,data16,"7",,event,"47",,event_type,"5",,comm_timeout,"7",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456611",s,data16,"475",,event,"47",,event_type,"250",,comm_timeout,"475",,,,,,,,,,,,,,
Data,6,event,timestamp,"966456611",s,data16,"72",,event,"47",,event_type,"251",,comm_timeout,"72",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"62984",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966456840",s,data16,"5357",,event,"11",,event_type,"3",,battery_level,"5357.0",V,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"63044",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"63584",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966457440",s,data16,"5331",,event,"11",,event_type,"3",,battery_level,"5331.0",V,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"508",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"568",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,,,,
Data,4,monitoring,steps,"5097",steps,timestamp_16,"628",s,current_activity_type_intensity,"6",,activity_type,"6",,intensity,"0.0",,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"688",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"748",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"1228",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"1768",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966461160",s,data16,"5331",,event,"11",,event_type,"3",,battery_level,"5331.0",V,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"5008",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,6,event,timestamp,"966464400",s,data16,"5305",,event,"11",,event_type,"3",,battery_level,"5305.0",V,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"5848",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,,,,
Data,3,monitoring,timestamp_16,"5902",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"966465294",s,cycles,"0.0",cycles,active_time,"104.0",s,active_calories,"42",kcal,duration_min,"394",min,activity_type,"0",,,,,,,,,,,
Data,1,monitoring,timestamp,"966465294",s,steps,"5097",steps,active_time,"969.0",s,active_calories,"111",kcal,duration_min,"394",min,activity_type,"6",,,,,,,,,,,
